a = 17292.515014290137 м
b = 16941.310374354984 м
x0 = 16739.217173388515 м
vr = 1651.8122943300573 м/с
A0 = 0.5026832740649855 м
Xmax = 14873.500988897371 м
sigmaX = 4223.436322362967 м
sigmaY = 4865.063007361944 м
M0 = 1.134684948871453e+19 Н*м - интегральное значение сейсмического момента
Mr_max = 2.4663955020445635e+18 Н*м/с - максимальное значение функции источника
1-ый столбец - источника
2-ой столбец - время
0.0	0.0
1129627987833050.8	0.1
1.5124475930313626e+17	0.2
2.96295098745207e+17	0.30000000000000004
4.4376421677467565e+17	0.4
5.840075878929475e+17	0.5
7.287425601206765e+17	0.6000000000000001
8.604951072935246e+17	0.7000000000000001
9.932223558743146e+17	0.8
1.132030911028329e+18	0.9
1.2540276396289426e+18	1.0
1.3707194155228388e+18	1.1
1.4988593945417093e+18	1.2000000000000002
1.604594558380854e+18	1.3
1.7050558319601382e+18	1.4000000000000001
1.7866864517017285e+18	1.5
1.8862004366594255e+18	1.6
1.9693628543984138e+18	1.7000000000000002
2.0494821779634196e+18	1.8
2.1227021162104594e+18	1.9000000000000001
2.197118828209912e+18	2.0
2.2418800613631626e+18	2.1
2.2821001338873725e+18	2.2
2.3294557688578514e+18	2.3000000000000003
2.372880834568323e+18	2.4000000000000004
2.3957647987747686e+18	2.5
2.411219421393919e+18	2.6
2.447923395595561e+18	2.7
2.4558489501976934e+18	2.8000000000000003
2.4663955020445635e+18	2.9000000000000004
2.438847355862754e+18	3.0
2.4454724564317737e+18	3.1
2.4110824267310577e+18	3.2
2.3839852804882637e+18	3.3000000000000003
2.3719401630050376e+18	3.4000000000000004
2.3537495625650355e+18	3.5
2.3115775705593083e+18	3.6
2.2633842068713277e+18	3.7
2.2351036029888932e+18	3.8000000000000003
2.1835630496271037e+18	3.9000000000000004
2.117924025244447e+18	4.0
2.0685294166729198e+18	4.1000000000000005
2.028793417991115e+18	4.2
1.962258309654006e+18	4.3
1.908272583354882e+18	4.4
1.85000325450214e+18	4.5
1.78036771540827e+18	4.6000000000000005
1.721456027193656e+18	4.7
1.6585854186529682e+18	4.800000000000001
1.5947949443418084e+18	4.9
1.5192316959266857e+18	5.0
1.460039179778181e+18	5.1000000000000005
1.413439881925033e+18	5.2
1.3453077706269663e+18	5.300000000000001
1.2764728792620982e+18	5.4
1.2241163980482335e+18	5.5
1.1538668139053302e+18	5.6000000000000005
1.096173429722994e+18	5.7
1.0431748647762177e+18	5.800000000000001
9.891437455639624e+17	5.9
9.339939253165286e+17	6.0
8.84291247383758e+17	6.1000000000000005
8.260449019961331e+17	6.2
7.761130895122794e+17	6.300000000000001
7.297403003971763e+17	6.4
6.806546531619958e+17	6.5
6.360036203490282e+17	6.6000000000000005
5.991732788026381e+17	6.7
5.622265963305105e+17	6.800000000000001
5.2044530277656186e+17	6.9
4.886848198314107e+17	7.0
4.520705602220886e+17	7.1000000000000005
4.196691525921025e+17	7.2
3.8683518299812986e+17	7.300000000000001
3.594506965752579e+17	7.4
3.3287139975370195e+17	7.5
3.045370784188306e+17	7.6000000000000005
2.823256710025742e+17	7.7
2.603395149832502e+17	7.800000000000001
2.3520067971700618e+17	7.9
2.1777215685939587e+17	8.0
2.0099719942903872e+17	8.1
1.8500090762520634e+17	8.200000000000001
1.679419263787197e+17	8.3
1.5300141644270742e+17	8.4
1.3945790518918938e+17	8.5
1.2638193871314512e+17	8.6
1.1371490809592882e+17	8.700000000000001
1.0414766061474211e+17	8.8
9.413230830735115e+16	8.9
8.555831941770107e+16	9.0
7.71238002018645e+16	9.1
6.9953685586602936e+16	9.200000000000001
6.2798546548858264e+16	9.3
5.636860180075119e+16	9.4
5.081850592642693e+16	9.5
4.551048386080415e+16	9.600000000000001
4.066254480468206e+16	9.700000000000001
3.6318839297191224e+16	9.8
3.2751996330053404e+16	9.9
2.9086724877623964e+16	10.0
2.603047844948135e+16	10.100000000000001
2.3167003987371536e+16	10.200000000000001
5600338504520925.0	10.3
2153636135770277.0	10.4
878671511486767.0	10.5
382181611436572.7	10.600000000000001
164087662423203.28	10.700000000000001
68511734768510.19	10.8
9684554931182.15	10.9
0.0	11.0
0.0	11.100000000000001
0.0	11.200000000000001
0.0	11.3
0.0	11.4
0.0	11.5
0.0	11.600000000000001
0.0	11.700000000000001
0.0	11.8
